# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
3781 5.6702703e-02 3.2029343e+01 7.1533728e-01 9.3392627e-03 1.8370229e+00 2.4465097e-01 3.1442703e+01 3.6325269e+03
3782 5.7570182e-02 3.1933300e+01 7.1295083e-01 1.0239892e-02 1.8406260e+00 2.5094867e-01 3.1729870e+01 3.6337395e+03
3783 5.8839034e-02 3.2003147e+01 7.0331496e-01 1.3208220e-02 1.8276104e+00 2.5698486e-01 3.1969282e+01 3.6348605e+03
3784 5.9990626e-02 3.2039890e+01 7.0903665e-01 1.1690840e-02 1.8316408e+00 2.5452027e-01 3.1616997e+01 3.6359458e+03
3785 5.8195371e-02 3.1903843e+01 7.0728207e-01 1.0392336e-02 1.8367847e+00 2.4532153e-01 3.1191875e+01 3.6371968e+03
3786 5.5761501e-02 3.2033546e+01 7.0762259e-01 6.9219819e-03 1.8297024e+00 2.4424627e-01 3.1286110e+01 3.6386470e+03
3787 5.4494627e-02 3.1918827e+01 7.1084672e-01 1.1681404e-02 1.8366721e+00 2.4432187e-01 3.1340899e+01 3.6400750e+03
3788 5.2998111e-02 3.1891905e+01 7.0424044e-01 5.8880905e-03 1.8298527e+00 2.4194564e-01 3.1332504e+01 3.6412600e+03
3789 5.2101370e-02 3.1984615e+01 7.0712376e-01 5.2337027e-03 1.8356199e+00 2.4315955e-01 3.1410351e+01 3.6424103e+03
3790 5.0430182e-02 3.1911489e+01 7.0962322e-01 7.5716209e-03 1.8293862e+00 2.4701065e-01 3.1557531e+01 3.6436853e+03
3791 5.1578674e-02 3.2002674e+01 7.0566905e-01 6.7419666e-03 1.8358369e+00 2.4579778e-01 3.1712538e+01 3.6447982e+03
3792 5.0812252e-02 3.2053173e+01 7.0561576e-01 9.6645085e-03 1.8345445e+00 2.3676637e-01 3.1731348e+01 3.6460522e+03
3793 5.2401848e-02 3.1976633e+01 7.0935857e-01 8.1371786e-03 1.8346812e+00 2.4532293e-01 3.1525999e+01 3.6471364e+03
3794 5.1582713e-02 3.2010731e+01 7.1139884e-01 7.2106640e-03 1.8271455e+00 2.4393941e-01 3.1550941e+01 3.6482824e+03
3795 5.0282173e-02 3.2047901e+01 7.0128733e-01 1.2047353e-02 1.8310412e+00 2.4503087e-01 3.1618933e+01 3.6493915e+03
3796 5.0927825e-02 3.2057888e+01 7.0791924e-01 5.4881838e-03 1.8309019e+00 2.3822540e-01 3.1580912e+01 3.6505905e+03
3797 5.2481972e-02 3.2009789e+01 7.0664549e-01 9.0321889e-03 1.8365713e+00 2.4415116e-01 3.1487114e+01 3.6520365e+03
3798 5.2912712e-02 3.2021091e+01 7.0702320e-01 7.8636883e-03 1.8381299e+00 2.4601151e-01 3.1583708e+01 3.6533705e+03
3799 5.2727014e-02 3.1983173e+01 7.0524400e-01 8.5789235e-03 1.8306332e+00 2.4277250e-01 3.1616613e+01 3.6544743e+03
3800 5.1657151e-02 3.2059620e+01 7.0878577e-01 1.0309802e-02 1.8294941e+00 2.4626781e-01 3.1629744e+01 3.6555883e+03
3801 5.0933849e-02 3.1956627e+01 7.0218366e-01 4.2482335e-03 1.8214583e+00 2.4492989e-01 3.1669369e+01 3.6566903e+03
3802 4.9391869e-02 3.2051300e+01 7.0251387e-01 6.8121771e-03 1.8294237e+00 2.4773331e-01 3.1519690e+01 3.6579088e+03
3803 5.0024640e-02 3.2047272e+01 7.1176350e-01 1.2675537e-02 1.8404531e+00 2.4242207e-01 3.1618288e+01 3.6590227e+03
3804 5.0743017e-02 3.2020061e+01 7.0222718e-01 6.9628842e-03 1.8367598e+00 2.4494772e-01 3.1524591e+01 3.6602643e+03
3805 4.9638163e-02 3.2008419e+01 7.0278132e-01 9.6836202e-03 1.8276137e+00 2.4688129e-01 3.1691828e+01 3.6613934e+03
3806 5.0376005e-02 3.2052174e+01 7.0939529e-01 9.2166532e-03 1.8290709e+00 2.4552801e-01 3.1696054e+01 3.6625499e+03
3807 5.2186675e-02 3.2122414e+01 7.0436829e-01 5.9904247e-03 1.8320103e+00 2.4485542e-01 3.1691881e+01 3.6636769e+03
3808 5.3506389e-02 3.1959946e+01 7.0895970e-01 8.1906021e-03 1.8239783e+00 2.4897467e-01 3.1679527e+01 3.6650489e+03
3809 5.4418687e-02 3.2001465e+01 7.0923179e-01 1.1742530e-02 1.8304383e+00 2.4810977e-01 3.1676359e+01 3.6664199e+03
3810 5.3541210e-02 3.2023666e+01 7.0492619e-01 7.7921688e-03 1.8437202e+00 2.4873990e-01 3.1760189e+01 3.6676049e+03
3811 5.5901825e-02 3.2043995e+01 7.0987856e-01 1.0533093e-02 1.8329442e+00 2.4448153e-01 3.1436129e+01 3.6686959e+03
3812 5.4312531e-02 3.2016373e+01 7.1144950e-01 6.4539248e-03 1.8319716e+00 2.4654767e-01 3.1434673e+01 3.6699580e+03
3813 5.2024607e-02 3.2079975e+01 7.1314901e-01 1.0661317e-02 1.8268372e+00 2.4432895e-01 3.1400208e+01 3.6712215e+03
3814 5.0789669e-02 3.2022186e+01 7.0654166e-01 9.6053854e-03 1.8344001e+00 2.4376152e-01 3.1509407e+01 3.6724306e+03
3815 5.1998861e-02 3.2005486e+01 7.0999730e-01 6.6905925e-03 1.8375750e+00 2.4270718e-01 3.1568180e+01 3.6735749e+03
3816 5.2658133e-02 3.1910973e+01 7.0425504e-01 6.1090449e-03 1.8257393e+00 2.4319443e-01 3.1569403e+01 3.6746940e+03
3817 5.1950879e-02 3.2030113e+01 7.0616829e-01 1.0812743e-02 1.8389739e+00 2.4380384e-01 3.1627810e+01 3.6758460e+03
3818 5.0058898e-02 3.2063427e+01 7.0653272e-01 8.0203246e-03 1.8393694e+00 2.5198069e-01 3.1477970e+01 3.6769720e+03
3819 5.3291816e-02 3.2041988e+01 7.0461464e-01 5.3181825e-03 1.8244128e+00 2.4108237e-01 3.1423758e+01 3.6783260e+03
3820 5.3282205e-02 3.1933887e+01 7.0752954e-01 1.1164459e-02 1.8311762e+00 2.5203681e-01 3.1482239e+01 3.6797420e+03
3821 5.3621478e-02 3.2021984e+01 7.0937711e-01 1.0008608e-02 1.8374783e+00 2.4453789e-01 3.1590847e+01 3.6809560e+03
3822 5.3794641e-02 3.2057846e+01 7.0016819e-01 7.1919700e-03 1.8234873e+00 2.5047517e-01 3.1659964e+01 3.6820430e+03
3823 5.4504529e-02 3.2055962e+01 7.0944035e-01 7.5931922e-03 1.8326602e+00 2.4685562e-01 3.1647842e+01 3.6831892e+03
3824 5.4867994e-02 3.2077263e+01 7.0071411e-01 8.1626354e-03 1.8447685e+00 2.4355552e-01 3.1575624e+01 3.6844132e+03
3825 5.4666895e-02 3.1955582e+01 7.0507878e-01 8.8260677e-03 1.8277816e+00 2.4747793e-01 3.1281000e+01 3.6855224e+03
3826 5.3196698e-02 3.1956423e+01 7.0247424e-01 7.5260391e-03 1.8273044e+00 2.5216991e-01 3.1254744e+01 3.6867394e+03
3827 5.2544076e-02 3.1912903e+01 7.0681816e-01 1.2337334e-02 1.8396111e+00 2.4747056e-01 3.1200352e+01 3.6878725e+03
3828 5.1540229e-02 3.1901249e+01 7.0970690e-01 5.4789712e-03 1.8302507e+00 2.4323788e-01 3.1340097e+01 3.6890355e+03
3829 4.9067713e-02 3.1945866e+01 7.0357144e-01 7.7938507e-03 1.8324240e+00 2.4620183e-01 3.1437330e+01 3.6902155e+03
3830 5.0428633e-02 3.1886520e+01 7.0769668e-01 5.4057967e-03 1.8319396e+00 2.4086766e-01 3.1684223e+01 3.6915475e+03
3831 5.3559359e-02 3.1923458e+01 7.0523292e-01 4.7398414e-03 1.8321450e+00 2.4494398e-01 3.1520290e+01 3.6929580e+03
3832 5.3253975e-02 3.2008129e+01 7.0909113e-01 8.5732481e-03 1.8316324e+00 2.5029504e-01 3.1402473e+01 3.6941231e+03
3833 5.1240761e-02 3.1943003e+01 7.0446366e-01 8.0794636e-03 1.8352053e+00 2.4887612e-01 3.1333832e+01 3.6955241e+03
3834 5.0192371e-02 3.1962004e+01 6.9963336e-01 7.8173419e-03 1.8336024e+00 2.3982719e-01 3.1181273e+01 3.6967455e+03
3835 5.2757073e-02 3.1942413e+01 6.9686109e-01 6.7887031e-03 1.8369641e+00 2.4491310e-01 3.1263697e+01 3.6979126e+03
3836 5.5494767e-02 3.1944374e+01 7.0625734e-01 1.5043395e-02 1.8338614e+00 2.4670142e-01 3.1235281e+01 3.6991106e+03
3837 5.3647321e-02 3.1851164e+01 7.0743322e-01 4.8215762e-03 1.8335221e+00 2.4555309e-01 3.1451408e+01 3.7002697e+03
3838 5.3067759e-02 3.1965796e+01 7.0648372e-01 6.3489908e-03 1.8313125e+00 2.5013992e-01 3.1508738e+01 3.7017842e+03
3839 5.3819843e-02 3.2041477e+01 7.0541722e-01 8.1703495e-03 1.8388870e+00 2.4571262e-01 3.1541218e+01 3.7032318e+03
3840 5.3515267e-02 3.2043011e+01 7.0664537e-01 1.0206729e-02 1.8326904e+00 2.4439703e-01 3.1614519e+01 3.7043599e+03
3841 5.1855728e-02 3.2005569e+01 7.0181811e-01 1.1033419e-02 1.8275024e+00 2.4381010e-01 3.1349323e+01 3.7057770e+03
3842 5.1511992e-02 3.1952765e+01 7.0445687e-01 5.7047838e-03 1.8296835e+00 2.4795330e-01 3.1513083e+01 3.7072656e+03
3843 5.2155335e-02 3.1966503e+01 6.9894522e-01 1.2356591e-02 1.8384776e+00 2.4142697e-01 3.1668423e+01 3.7084886e+03
3844 5.0432496e-02 3.1959587e+01 7.0161766e-01 6.4371214e-03 1.8315731e+00 2.4589810e-01 3.1693918e+01 3.7096704e+03
3845 5.0516445e-02 3.2085709e+01 6.9585532e-01 6.8699610e-03 1.8330452e+00 2.4827969e-01 3.1768883e+01 3.7112524e+03
3846 5.4059222e-02 3.1987867e+01 7.0350194e-01 8.4126387e-03 1.8269798e+00 2.4817182e-01 3.1480824e+01 3.7127335e+03
3847 5.2271247e-02 3.2018570e+01 6.9919753e-01 7.2648865e-03 1.8293011e+00 2.4847284e-01 3.1340679e+01 3.7143245e+03
3848 5.2500822e-02 3.1955679e+01 7.0990407e-01 5.1475549e-03 1.8351506e+00 2.4183472e-01 3.1300230e+01 3.7158275e+03
3849 5.2344404e-02 3.1911882e+01 7.0229095e-01 7.8671072e-03 1.8295631e+00 2.4084201e-01 3.1472471e+01 3.7171015e+03
3850 5.2438907e-02 3.1898806e+01 7.0201743e-01 1.0859286e-02 1.8274771e+00 2.4951476e-01 3.1415316e+01 3.7184706e+03
3851 5.0545432e-02 3.1957596e+01 7.0123202e-01 9.3650185e-03 1.8387989e+00 2.4192581e-01 3.1494961e+01 3.7197813e+03
3852 4.9823280e-02 3.1956762e+01 7.0167458e-01 1.1577337e-02 1.8285704e+00 2.4476242e-01 3.1452084e+01 3.7213467e+03
3853 4.9552336e-02 3.2032837e+01 6.9732833e-01 8.6850906e-03 1.8318938e+00 2.4494296e-01 3.1498482e+01 3.7226442e+03
3854 4.9665995e-02 3.1968336e+01 6.9821572e-01 6.7456071e-03 1.8244344e+00 2.4647930e-01 3.1533653e+01 3.7242538e+03
3855 5.1521048e-02 3.2013805e+01 6.9594413e-01 7.6288586e-03 1.8296056e+00 2.5162888e-01 3.1345356e+01 3.7255783e+03
3856 5.2498005e-02 3.1897079e+01 7.0338792e-01 9.1712251e-03 1.8291630e+00 2.4612071e-01 3.1459658e+01 3.7269424e+03
3857 5.2048683e-02 3.1919529e+01 7.0228440e-01 5.9630652e-03 1.8312870e+00 2.4810496e-01 3.1377579e+01 3.7279784e+03
3858 5.2237608e-02 3.1912472e+01 6.9486624e-01 1.2017382e-02 1.8333699e+00 2.4705988e-01 3.1227491e+01 3.7289816e+03
3859 5.4011215e-02 3.1879822e+01 6.9685149e-01 7.4250489e-03 1.8173519e+00 2.4638139e-01 3.1275599e+01 3.7300117e+03
3860 5.2592028e-02 3.1951122e+01 7.0421386e-01 6.3026617e-03 1.8294921e+00 2.5094581e-01 3.1473122e+01 3.7310109e+03
3861 5.3654067e-02 3.2064671e+01 6.9901979e-01 9.6681574e-03 1.8391343e+00 2.5516269e-01 3.1530685e+01 3.7322359e+03
3862 5.5036329e-02 3.1878075e+01 7.0346755e-01 8.2386527e-03 1.8266467e+00 2.4601498e-01 3.1509800e+01 3.7334396e+03
3863 5.4118957e-02 3.1914963e+01 6.9421518e-01 8.1746867e-03 1.8282144e+00 2.4608976e-01 3.1318403e+01 3.7345656e+03
3864 5.2763935e-02 3.1896742e+01 7.0510525e-01 6.8771555e-03 1.8371831e+00 2.5414047e-01 3.1352215e+01 3.7359791e+03
3865 5.2192815e-02 3.1979597e+01 7.0846766e-01 5.7668407e-03 1.8380312e+00 2.5413963e-01 3.1432976e+01 3.7373088e+03
3866 5.2292060e-02 3.1934887e+01 7.0975649e-01 8.5589793e-03 1.8369490e+00 2.4787851e-01 3.1372234e+01 3.7386398e+03
3867 5.0483044e-02 3.1915407e+01 6.9608200e-01 7.0372419e-03 1.8265523e+00 2.4386084e-01 3.1398678e+01 3.7400098e+03
3868 5.1371656e-02 3.1911573e+01 7.0025486e-01 8.3497539e-03 1.8226075e+00 2.4729113e-01 3.1557323e+01 3.7411578e+03
3869 5.0683811e-02 3.2025005e+01 7.0180011e-01 8.0677513e-03 1.8314801e+00 2.4229756e-01 3.1502468e+01 3.7423464e+03
3870 4.9875382e-02 3.1891764e+01 6.9803828e-01 1.0245330e-02 1.8212010e+00 2.4148245e-01 3.1361174e+01 3.7437384e+03
3871 5.0203048e-02 3.1904842e+01 6.9959629e-01 1.0127089e-02 1.8288586e+00 2.4331750e-01 3.1415550e+01 3.7457751e+03
3872 5.2655421e-02 3.1918888e+01 7.0081097e-01 9.1348048e-03 1.8352400e+00 2.5021610e-01 3.1456715e+01 3.7498757e+03
3873 5.5381928e-02 3.1931347e+01 7.0204484e-01 7.9570441e-03 1.8339479e+00 2.4916290e-01 3.1293404e+01 3.7520444e+03
3874 5.4719575e-02 3.1944542e+01 7.0622599e-01 6.7053321e-03 1.8305511e+00 2.5438207e-01 3.1320644e+01 3.7534759e+03
3875 5.4635409e-02 3.1916750e+01 6.9681793e-01 1.2243741e-02 1.8381382e+00 2.5106710e-01 3.1400402e+01 3.7548789e+03
3876 5.3710077e-02 3.1868000e+01 6.9929564e-01 5.9173615e-03 1.8247709e+00 2.5220963e-01 3.1646235e+01 3.7563269e+03
3877 5.1710419e-02 3.1924170e+01 6.9453043e-01 4.0549957e-03 1.8322382e+00 2.4747309e-01 3.1554293e+01 3.7576874e+03
3878 5.1208843e-02 3.1960707e+01 6.9441491e-01 4.5928387e-03 1.8341150e+00 2.5008604e-01 3.1505402e+01 3.7592379e+03
3879 5.1536720e-02 3.1938244e+01 6.9963914e-01 9.6699223e-03 1.8245305e+00 2.5302017e-01 3.1723679e+01 3.7611161e+03
3880 5.2377753e-02 3.1998047e+01 6.9845551e-01 7.6160771e-03 1.8321409e+00 2.4815226e-01 3.1552876e+01 3.7626603e+03
3881 5.3438131e-02 3.2053406e+01 7.0380050e-01 8.2628652e-03 1.8344713e+00 2.4843679e-01 3.1293825e+01 3.7641859e+03
3882 5.4823034e-02 3.1925472e+01 6.9989038e-01 7.6562278e-03 1.8241765e+00 2.5349796e-01 3.1010675e+01 3.7658096e+03
3883 5.4037564e-02 3.1813896e+01 7.0237070e-01 9.0136984e-03 1.8400038e+00 2.4974297e-01 3.1521420e+01 3.7674796e+03
3884 5.1814120e-02 3.1948298e+01 7.0399439e-01 7.2906800e-03 1.8353156e+00 2.5142738e-01 3.1425779e+01 3.7689126e+03
3885 5.1836193e-02 3.1867561e+01 6.9555748e-01 1.0246764e-02 1.8308669e+00 2.4743712e-01 3.1319407e+01 3.7704526e+03
3886 5.0923724e-02 3.1886635e+01 6.9773912e-01 8.6812163e-03 1.8323016e+00 2.4645743e-01 3.1635971e+01 3.7722091e+03
3887 5.0274160e-02 3.1968199e+01 6.9925559e-01 6.6915629e-03 1.8269681e+00 2.4588171e-01 3.1497004e+01 3.7740216e+03
3888 4.8880100e-02 3.1976442e+01 6.9958895e-01 7.0141461e-03 1.8263088e+00 2.4806452e-01 3.1283892e+01 3.7756708e+03
3889 4.9258072e-02 3.1921661e+01 6.9482017e-01 4.4911392e-03 1.8316128e+00 2.4970767e-01 3.1297136e+01 3.7771108e+03
3890 5.0271053e-02 3.1960615e+01 7.0068836e-01 9.1950158e-03 1.8327605e+00 2.4570835e-01 3.1417677e+01 3.7785776e+03
3891 4.8952173e-02 3.1942030e+01 6.9430995e-01 9.8454366e-03 1.8307390e+00 2.4510455e-01 3.1529448e+01 3.7800536e+03
3892 4.8332915e-02 3.1954966e+01 6.9450331e-01 6.2049679e-03 1.8330859e+00 2.4703632e-01 3.1539141e+01 3.7814213e+03
3893 4.8730638e-02 3.1978098e+01 6.9392747e-01 5.7669436e-03 1.8236125e+00 2.4347739e-01 3.1565481e+01 3.7828873e+03
3894 4.7236528e-02 3.2011738e+01 6.9531029e-01 7.0371353e-03 1.8287975e+00 2.4188790e-01 3.1389465e+01 3.7844434e+03
3895 4.8289318e-02 3.1960909e+01 6.9399637e-01 7.8126844e-03 1.8232471e+00 2.4108920e-01 3.1333832e+01 3.7856759e+03
3896 4.7073953e-02 3.1945667e+01 6.9172943e-01 7.1616434e-03 1.8306069e+00 2.4463812e-01 3.1248198e+01 3.7868789e+03
3897 4.8476625e-02 3.1969423e+01 6.9672710e-01 4.9719000e-03 1.8248081e+00 2.3865075e-01 3.1310230e+01 3.7879095e+03
3898 4.9551085e-02 3.1962938e+01 6.9193953e-01 1.0680412e-02 1.8224400e+00 2.4244003e-01 3.1382090e+01 3.7888605e+03
3899 5.0238930e-02 3.2006077e+01 6.9578117e-01 7.3790271e-03 1.8245993e+00 2.5073713e-01 3.1634352e+01 3.7897847e+03
3900 5.0142299e-02 3.2031887e+01 6.9332236e-01 1.0521960e-02 1.8249412e+00 2.4839728e-01 3.1504021e+01 3.7907957e+03
3901 5.2242950e-02 3.1981623e+01 6.9318908e-01 1.0007246e-02 1.8332484e+00 2.4593231e-01 3.1539972e+01 3.7919417e+03
3902 5.2413460e-02 3.1962091e+01 6.9865263e-01 7.1642091e-03 1.8242805e+00 2.4672255e-01 3.1325909e+01 3.7931331e+03
3903 5.0528444e-02 3.1978630e+01 6.9253969e-01 8.5015865e-03 1.8251032e+00 2.4147730e-01 3.1190273e+01 3.7942221e+03
3904 4.8913736e-02 3.1877878e+01 6.9465208e-01 6.2142177e-03 1.8308617e+00 2.4410175e-01 3.1370888e+01 3.7957251e+03
3905 4.8187759e-02 3.2024731e+01 6.9075817e-01 8.0031203e-03 1.8273273e+00 2.4597220e-01 3.1432785e+01 3.7969321e+03
3906 4.8155911e-02 3.1963024e+01 7.0305163e-01 7.4509312e-03 1.8383807e+00 2.5279826e-01 3.1416973e+01 3.7978021e+03
3907 4.9825039e-02 3.1892141e+01 6.9650215e-01 1.1250938e-02 1.8216858e+00 2.5057274e-01 3.1400925e+01 3.7989611e+03
3908 5.1178444e-02 3.1978582e+01 6.9663912e-01 6.8570566e-03 1.8305905e+00 2.4494587e-01 3.1671188e+01 3.8002461e+03
3909 5.2642591e-02 3.2029850e+01 6.9317967e-01 8.2523134e-03 1.8281624e+00 2.4647120e-01 3.1457024e+01 3.8011541e+03
3910 5.1142000e-02 3.1912268e+01 6.9392377e-01 4.0546129e-03 1.8246075e+00 2.4664733e-01 3.1653278e+01 3.8021210e+03
3911 5.0242674e-02 3.2091782e+01 6.9653887e-01 7.1837264e-03 1.8333828e+00 2.4615702e-01 3.1500069e+01 3.8029850e+03
3912 5.0052989e-02 3.2000912e+01 6.9476712e-01 6.1875721e-03 1.8319279e+00 2.4513578e-01 3.1372532e+01 3.8040220e+03
3913 4.9828578e-02 3.1899391e+01 6.9775754e-01 7.8812493e-03 1.8243706e+00 2.4808764e-01 3.1396860e+01 3.8048680e+03
3914 5.2001193e-02 3.2016060e+01 6.9178659e-01 9.5299222e-03 1.8275479e+00 2.4329433e-01 3.1499128e+01 3.8057980e+03
3915 5.1448040e-02 3.2015743e+01 6.9053113e-01 9.3023069e-03 1.8231760e+00 2.4421155e-01 3.1250755e+01 3.8067940e+03
3916 5.4057594e-02 3.1888100e+01 7.0227426e-01 9.0344204e-03 1.8292711e+00 2.5475675e-01 3.1472042e+01 3.8076950e+03
3917 5.5884108e-02 3.1939386e+01 6.9669062e-01 8.5562821e-03 1.8383018e+00 2.5200176e-01 3.1544983e+01 3.8086450e+03
3918 5.6669585e-02 3.1858408e+01 6.9774854e-01 1.1426632e-02 1.8308699e+00 2.5837240e-01 3.1335634e+01 3.8095285e+03
3919 5.7524428e-02 3.1921923e+01 7.0337898e-01 6.4311051e-03 1.8265071e+00 2.4806376e-01 3.1700981e+01 3.8105185e+03
3920 5.6007225e-02 3.2051922e+01 6.9451684e-01 7.5559504e-03 1.8282161e+00 2.6225713e-01 3.1525137e+01 3.8114335e+03
3921 5.7687718e-02 3.1875742e+01 6.9863153e-01 5.0609205e-03 1.8151561e+00 2.4863352e-01 3.1550352e+01 3.8126005e+03
3922 5.9982106e-02 3.1991863e+01 6.9879496e-01 3.9510862e-03 1.8299861e+00 2.4977578e-01 3.1456831e+01 3.8144375e+03
3923 6.5581083e-02 3.1661283e+01 6.9509155e-01 9.9772168e-03 1.8168019e+00 2.4842609e-01 3.0994448e+01 3.8154295e+03
3924 6.0429279e-02 3.1859074e+01 7.0043254e-01 9.1230515e-03 1.8353511e+00 2.6053628e-01 3.0882677e+01 3.8163745e+03
3925 6.3102394e-02 3.1829102e+01 6.9174457e-01 6.9608926e-03 1.8172461e+00 2.5216594e-01 3.1120787e+01 3.8173605e+03
3926 5.9615605e-02 3.1868736e+01 7.0608091e-01 7.1181925e-03 1.8343549e+00 2.5350425e-01 3.1553009e+01 3.8197829e+03
3927 5.9893239e-02 3.1883913e+01 7.1344066e-01 1.1684278e-02 1.8344448e+00 2.4094509e-01 3.1218105e+01 3.8221785e+03
3928 6.0263257e-02 3.1828262e+01 6.9128478e-01 1.2384617e-02 1.8169849e+00 2.5735387e-01 3.1417286e+01 3.8259172e+03
3929 5.8094144e-02 3.1758778e+01 6.8899488e-01 8.2712341e-03 1.8276809e+00 2.6296887e-01 3.1374027e+01 3.8279357e+03
3930 6.1297741e-02 3.1841860e+01 7.0158654e-01 7.5777667e-03 1.8354193e+00 2.4722257e-01 3.1488827e+01 3.8294998e+03
3931 5.8194887e-02 3.1814960e+01 6.9203770e-01 1.1426050e-02 1.8240784e+00 2.4334450e-01 3.1178171e+01 3.8310340e+03
3932 5.6756031e-02 3.1646858e+01 6.9412905e-01 1.1378071e-02 1.8327012e+00 2.4711667e-01 3.1158657e+01 3.8325471e+03
3933 5.4043051e-02 3.1681026e+01 6.9007921e-01 1.0051610e-02 1.8236953e+00 2.5058031e-01 3.1248295e+01 3.8340311e+03
3934 5.3038049e-02 3.1782774e+01 6.9831830e-01 9.7850282e-03 1.8308513e+00 2.4279128e-01 3.1509239e+01 3.8354812e+03
3935 5.2626580e-02 3.1740473e+01 7.0327574e-01 9.6452972e-03 1.8314543e+00 2.4455801e-01 3.1517004e+01 3.8371202e+03
3936 5.4394778e-02 3.1795761e+01 6.9490767e-01 7.1600499e-03 1.8263395e+00 2.4797061e-01 3.1319212e+01 3.8388669e+03
3937 5.3154733e-02 3.1721937e+01 6.9577086e-01 1.1212264e-02 1.8395079e+00 2.4412259e-01 3.1331278e+01 3.8406129e+03
3938 5.4143637e-02 3.1738785e+01 7.0308775e-01 8.1015639e-03 1.8222958e+00 2.4466383e-01 3.1277676e+01 3.8423500e+03
3939 5.0739944e-02 3.1779865e+01 6.8737268e-01 8.3718048e-03 1.8351867e+00 2.5065050e-01 3.1227606e+01 3.8438450e+03
3940 5.0444987e-02 3.1731667e+01 6.9978333e-01 1.0872851e-02 1.8292665e+00 2.3801777e-01 3.1240744e+01 3.8453786e+03
3941 4.9272995e-02 3.1756741e+01 6.9332129e-01 7.0633972e-03 1.8335093e+00 2.3945630e-01 3.1295015e+01 3.8468466e+03
3942 4.9215585e-02 3.1719740e+01 6.9390011e-01 6.4918455e-03 1.8232352e+00 2.4558802e-01 3.1290339e+01 3.8483116e+03
3943 4.9167763e-02 3.1756851e+01 6.9551629e-01 6.7639532e-03 1.8263535e+00 2.4707638e-01 3.1213640e+01 3.8497722e+03
3944 4.9367726e-02 3.1774050e+01 6.8744397e-01 4.8279953e-03 1.8272570e+00 2.4149108e-01 3.1255669e+01 3.8512882e+03
3945 4.7813881e-02 3.1857698e+01 6.8825126e-01 5.5072410e-03 1.8273212e+00 2.4159001e-01 3.1299652e+01 3.8530102e+03
3946 4.7822926e-02 3.1740160e+01 6.9260377e-01 6.6027623e-03 1.8228166e+00 2.4584171e-01 3.1220263e+01 3.8549972e+03
3947 4.7976274e-02 3.1823877e+01 6.8630481e-01 5.0808042e-03 1.8251449e+00 2.4407490e-01 3.1288950e+01 3.8567092e+03
3948 4.7333200e-02 3.1854609e+01 6.9285840e-01 7.1258219e-03 1.8219540e+00 2.4895799e-01 3.1430712e+01 3.8583032e+03
3949 5.0920356e-02 3.1835608e+01 6.9745493e-01 9.8030698e-03 1.8357091e+00 2.4407089e-01 3.1267305e+01 3.8598723e+03
3950 4.9670752e-02 3.1780504e+01 6.9056797e-01 8.6381845e-03 1.8275100e+00 2.4924667e-01 3.1504660e+01 3.8613369e+03
3951 4.9713928e-02 3.1767220e+01 6.9715065e-01 3.8532952e-03 1.8269606e+00 2.5106859e-01 3.1464476e+01 3.8628379e+03
3952 5.2546937e-02 3.1830305e+01 6.9250214e-01 1.0143201e-02 1.8335663e+00 2.4636279e-01 3.1455805e+01 3.8643194e+03
3953 5.0001312e-02 3.1869869e+01 6.9434291e-01 5.3814598e-03 1.8168852e+00 2.4662501e-01 3.1356600e+01 3.8658744e+03
3954 4.9018525e-02 3.1956816e+01 6.8898326e-01 8.2259243e-03 1.8325558e+00 2.4897693e-01 3.1226978e+01 3.8676396e+03
3955 4.8364218e-02 3.1805765e+01 6.8627989e-01 5.5613574e-03 1.8207881e+00 2.4434952e-01 3.1111759e+01 3.8693286e+03
3956 4.8958942e-02 3.1822720e+01 6.9405466e-01 7.1555185e-03 1.8299776e+00 2.4543135e-01 3.1253473e+01 3.8710496e+03
3957 4.7693253e-02 3.1877380e+01 6.9229883e-01 6.9105793e-03 1.8313416e+00 2.4218300e-01 3.1335899e+01 3.8727336e+03
3958 4.6952989e-02 3.1887705e+01 6.8466282e-01 1.0911754e-02 1.8212696e+00 2.4341103e-01 3.1366331e+01 3.8743426e+03
3959 4.7115941e-02 3.1895695e+01 6.9195110e-01 5.6297625e-03 1.8261650e+00 2.4649534e-01 3.1444387e+01 3.8760116e+03
3960 4.6229467e-02 3.1907181e+01 6.9171596e-01 7.3322593e-03 1.8228220e+00 2.3958494e-01 3.1420055e+01 3.8775166e+03
3961 4.7062423e-02 3.1918373e+01 6.8902063e-01 9.4108731e-03 1.8258990e+00 2.4137293e-01 3.1455055e+01 3.8792666e+03
3962 4.6708625e-02 3.1965811e+01 6.8566126e-01 9.7112898e-03 1.8273531e+00 2.4401529e-01 3.1375021e+01 3.8810356e+03
3963 4.6443123e-02 3.1938757e+01 6.8955648e-01 7.4940091e-03 1.8258352e+00 2.4733771e-01 3.1300095e+01 3.8829016e+03
3964 4.8091836e-02 3.1955853e+01 6.8435067e-01 9.3529178e-03 1.8215173e+00 2.4807686e-01 3.1171028e+01 3.8843522e+03
3965 4.9329065e-02 3.1884851e+01 6.8829823e-01 6.5442962e-03 1.8295479e+00 2.4731727e-01 3.1226877e+01 3.8858822e+03
3966 4.9759641e-02 3.1871355e+01 6.8627894e-01 9.8021086e-03 1.8188775e+00 2.4452722e-01 3.1400436e+01 3.8873572e+03
